interval_start_timestamp,channel_name,channel_id,readers,chatters,messages
2026-08-16T00:00:00+00:00,TetraHex Voice,1521939025982652416,15,4,12
2026-08-16T00:00:00+00:00,🎯mitspieler-suche,1522769149208821881,46,0,0
2026-08-16T00:00:00+00:00,closed-0064,1527736466317512835,1,0,0
2026-08-16T00:00:00+00:00,closed-0065,1528353381842686092,3,1,10
2026-08-16T00:00:00+00:00,After-Scrimchannel,1528447165926604991,29,4,6
2026-08-16T00:00:00+00:00,,1528758784028180501,5,1,1
2026-08-16T00:00:00+00:00,,1528808952517623952,2,1,1
2026-08-16T00:00:00+00:00,closed-0066,1529326981706022923,3,1,1
2026-08-16T00:00:00+00:00,,1529396806671274077,1,1,1
2026-08-16T00:00:00+00:00,,1529445245341798510,9,1,1
2026-08-16T00:00:00+00:00,,1530293086276554816,4,0,0
2026-08-16T00:00:00+00:00,,1530325382467813597,1,1,2
2026-08-16T00:00:00+00:00,ticket-0067,1530342592879788083,2,1,1
2026-08-16T00:00:00+00:00,,1531229758640099389,12,0,0
2026-08-16T00:00:00+00:00,,1531401451371233370,2,1,1
2026-08-16T00:00:00+00:00,,1531736536864002138,4,1,7
2026-08-16T00:00:00+00:00,,1531933161389555742,11,1,1
2026-08-16T00:00:00+00:00,,1532067921331884084,1,1,1
2026-08-16T00:00:00+00:00,,1532328082420138104,10,1,1
2026-08-16T00:00:00+00:00,,1532702666956869723,6,1,1
2026-08-16T00:00:00+00:00,,1532844097554092072,6,1,1
2026-08-16T00:00:00+00:00,,1533007116225216542,1,0,0
2026-08-16T00:00:00+00:00,,1533183752644333710,6,1,2
2026-08-16T00:00:00+00:00,,1533193616410017832,5,1,2
2026-08-16T00:00:00+00:00,,1533467240962199552,21,2,2
2026-08-16T00:00:00+00:00,,1533581024108347402,4,1,2
2026-08-16T00:00:00+00:00,,1535222748417097799,8,2,2
2026-08-16T00:00:00+00:00,,1535300641688129577,6,1,1
2026-08-16T00:00:00+00:00,,1535341561309827072,1,1,1
2026-08-16T00:00:00+00:00,,1535644318302339075,2,1,1
2026-08-16T00:00:00+00:00,,1535953836345266197,12,1,1
2026-08-16T00:00:00+00:00,,1536036663732469810,1,1,1
2026-08-16T00:00:00+00:00,,1537061798203887657,2,0,0
2026-08-16T00:00:00+00:00,,1537369163956490270,4,1,2
2026-08-16T00:00:00+00:00,,1537733809695494144,7,3,6
2026-08-16T00:00:00+00:00,,1537801320365564044,8,1,1
2026-08-16T00:00:00+00:00,,1537814771561267220,7,2,3
2026-08-16T00:00:00+00:00,,1538127258831552555,2,2,2
2026-08-16T00:00:00+00:00,,1538266039463448696,0,1,1
