interval_start_timestamp,channel_name,channel_id,readers,chatters,messages
2026-08-16T00:00:00+00:00,🌐allgemein,1289721245281292291,244,61,969
2026-08-16T00:00:00+00:00,🎥deadlock-streamer,1304169815505637458,162,0,0
2026-08-16T00:00:00+00:00,📜regelwerk,1315684135175716975,115,0,0
2026-08-16T00:00:00+00:00,🐒moderator-only,1315684135175716978,2,1,12
2026-08-16T00:00:00+00:00,🎥streamer-updates,1318329964713611385,8,0,0
2026-08-16T00:00:00+00:00,Mod Voice,1325942392020537508,1,0,0
2026-08-16T00:00:00+00:00,📝patchnotes,1326973956825284628,125,0,0
2026-08-16T00:00:00+00:00,🎥Streamer VC,1326984426906714236,4,0,0
2026-08-16T00:00:00+00:00,🎲off-topic,1327664119649800284,102,12,23
2026-08-16T00:00:00+00:00,📼gameplay-clips,1342057180421165131,63,5,11
2026-08-16T00:00:00+00:00,📺yt-videos,1371933456996634797,73,5,9
2026-08-16T00:00:00+00:00,📢ankündigungen,1371952264620806214,522,3,10
2026-08-16T00:00:00+00:00,bot-logs,1374364800817303632,4,1,1
2026-08-16T00:00:00+00:00,🔎mitspieler-suche,1376335502919335936,138,21,52
2026-08-16T00:00:00+00:00,🔗deadlock-rang,1398021105339334666,48,0,0
2026-08-16T00:00:00+00:00,🗨️Off Topic Voice,1411391356278018245,40,3,3
2026-08-16T00:00:00+00:00,🐒community-moderator,1411409828126920785,6,2,2
2026-08-16T00:00:00+00:00,🧩custom-games-chat,1412411665713987635,116,14,68
2026-08-16T00:00:00+00:00,🏆Coaching Lane🏆,1423662511001043075,38,1,1
2026-08-16T00:00:00+00:00,💬frag-die-community,1426220702054355077,158,32,164
2026-08-16T00:00:00+00:00,🎥streamer-austausch,1428062025145385111,14,0,0
2026-08-16T00:00:00+00:00,🏆rank-ups,1444646330319241337,121,8,25
2026-08-16T00:00:00+00:00,🎟️support-ticket-eröffnen,1459628609705738539,8,0,0
2026-08-16T00:00:00+00:00,💬coaching-chat,1461682293105229979,110,9,38
2026-08-16T00:00:00+00:00,❓feedback-kanal,1465404160005378129,58,3,8
2026-08-16T00:00:00+00:00,🆕Neue Spieler Lane,1470126503252721845,78,9,14
2026-08-16T00:00:00+00:00,📹-caster-chat,1474543558793887937,6,4,101
2026-08-16T00:00:00+00:00,😡rage-room,1479970809916166245,103,13,107
2026-08-16T00:00:00+00:00,❓server-faq,1491953161747955853,11,0,0
2026-08-16T00:00:00+00:00,🐛dev-updates,1492910851483504821,121,0,0
2026-08-16T00:00:00+00:00,🫧 💦Die Juice Kammer,1493690350580138114,56,13,63
2026-08-16T00:00:00+00:00,🛠️ich-brauch-einen-coach,1494373349944459355,10,0,0
2026-08-16T00:00:00+00:00,🎖️-erfahrungsberichte,1494756126644895885,56,1,1
2026-08-16T00:00:00+00:00,🎦Caster Channel,1495155113772450042,5,1,10
2026-08-16T00:00:00+00:00,🫃nsfw,1498046141281992977,86,2,2
2026-08-16T00:00:00+00:00,ressourcen,1499356101966168064,1,0,0
2026-08-16T00:00:00+00:00,🏴‍☠️coach-chat,1500821907031724193,8,5,99
2026-08-16T00:00:00+00:00,No-Rage-Voice ❤️,1505618194017161267,67,6,16
2026-08-16T00:00:00+00:00,🏳️Sammelpunkt,1512624055814062090,21,1,3
2026-08-16T00:00:00+00:00,📖sprachkanal-verwalten,1513468476365209670,41,0,0
2026-08-16T00:00:00+00:00,➕Sprachkanal erstellen,1513468587195633674,60,0,0
2026-08-16T00:00:00+00:00,scrim-channel,1520842755037855975,64,35,449
2026-08-16T00:00:00+00:00,support-shiv,1521164348976922795,15,11,2589
2026-08-16T00:00:00+00:00,urn-runners,1521164426424750171,23,18,698
2026-08-16T00:00:00+00:00,return-fire-department,1521164444787540110,15,10,200
2026-08-16T00:00:00+00:00,tetrahex,1521164466169970728,18,11,1607
2026-08-16T00:00:00+00:00,Shiv-support-voice,1521167264533970954,15,5,28
2026-08-16T00:00:00+00:00,Urn Runners Voice,1521167309828526183,21,2,3
2026-08-16T00:00:00+00:00,Return Fire Department Voice,1521167476711358505,9,1,8
2026-08-16T00:00:00+00:00,🗓️announcement-scrims,1521522998199324853,46,1,19
