day_pt,visitors,pct_communicated
2026-06-27T00:00:00.000Z,374,24.598930481283425
2026-07-04T00:00:00.000Z,546,20.695970695970693
2026-07-11T00:00:00.000Z,343,27.696793002915456
2026-07-18T00:00:00.000Z,465,22.1505376344086
2026-07-25T00:00:00.000Z,511,19.569471624266143
2026-08-01T00:00:00.000Z,517,21.08317214700193
2026-08-08T00:00:00.000Z,468,23.717948717948715
2026-08-15T00:00:00.000Z,500,23.200000000000003
