interval_start_timestamp,channel_name,channel_id,readers,chatters,messages
2026-08-30T00:00:00+00:00,🌐allgemein,1289721245281292291,219,56,621
2026-08-30T00:00:00+00:00,🎥deadlock-streamer,1304169815505637458,150,0,0
2026-08-30T00:00:00+00:00,📜regelwerk,1315684135175716975,83,0,0
2026-08-30T00:00:00+00:00,🐒moderator-only,1315684135175716978,2,1,4
2026-08-30T00:00:00+00:00,🎥streamer-updates,1318329964713611385,12,0,0
2026-08-30T00:00:00+00:00,Mod Voice,1325942392020537508,2,0,0
2026-08-30T00:00:00+00:00,📝patchnotes,1326973956825284628,133,0,0
2026-08-30T00:00:00+00:00,🎥Streamer VC,1326984426906714236,5,0,0
2026-08-30T00:00:00+00:00,🎲off-topic,1327664119649800284,81,8,29
2026-08-30T00:00:00+00:00,📼gameplay-clips,1342057180421165131,75,6,12
2026-08-30T00:00:00+00:00,📺yt-videos,1371933456996634797,69,5,10
2026-08-30T00:00:00+00:00,📢ankündigungen,1371952264620806214,492,5,12
2026-08-30T00:00:00+00:00,bot-logs,1374364800817303632,5,0,0
2026-08-30T00:00:00+00:00,🔎mitspieler-suche,1376335502919335936,188,32,101
2026-08-30T00:00:00+00:00,🔗deadlock-rang,1398021105339334666,35,0,0
2026-08-30T00:00:00+00:00,🗨️Off Topic Voice,1411391356278018245,50,7,7
2026-08-30T00:00:00+00:00,🐒community-moderator,1411409828126920785,4,0,0
2026-08-30T00:00:00+00:00,🧩custom-games-chat,1412411665713987635,118,20,171
2026-08-30T00:00:00+00:00,🏆Coaching Lane🏆,1423662511001043075,23,1,1
2026-08-30T00:00:00+00:00,💬frag-die-community,1426220702054355077,134,27,123
2026-08-30T00:00:00+00:00,🎥streamer-austausch,1428062025145385111,4,0,0
2026-08-30T00:00:00+00:00,🏆rank-ups,1444646330319241337,114,7,13
2026-08-30T00:00:00+00:00,🎟️support-ticket-eröffnen,1459628609705738539,3,0,0
2026-08-30T00:00:00+00:00,💬coaching-chat,1461682293105229979,69,2,11
2026-08-30T00:00:00+00:00,❓feedback-kanal,1465404160005378129,57,3,5
2026-08-30T00:00:00+00:00,🆕Neue Spieler Lane,1470126503252721845,64,10,15
2026-08-30T00:00:00+00:00,📹-caster-chat,1474543558793887937,6,5,185
2026-08-30T00:00:00+00:00,😡rage-room,1479970809916166245,126,15,118
2026-08-30T00:00:00+00:00,🎫server-support,1483136301271355532,1,0,0
2026-08-30T00:00:00+00:00,❓server-faq,1491953161747955853,7,0,0
2026-08-30T00:00:00+00:00,🐛dev-updates,1492910851483504821,91,0,0
2026-08-30T00:00:00+00:00,🫧 💦Die Juice Kammer,1493690350580138114,50,11,31
2026-08-30T00:00:00+00:00,🛠️ich-brauch-einen-coach,1494373349944459355,5,0,0
2026-08-30T00:00:00+00:00,🎖️-erfahrungsberichte,1494756126644895885,54,1,1
