interval_start_timestamp,channel_name,channel_id,readers,chatters,messages
2026-08-30T00:00:00+00:00,🎦Caster Channel,1495155113772450042,5,1,9
2026-08-30T00:00:00+00:00,🫃nsfw,1498046141281992977,111,4,4
2026-08-30T00:00:00+00:00,📖code-of-conduct,1500800789944205362,1,0,0
2026-08-30T00:00:00+00:00,🏴‍☠️coach-chat,1500821907031724193,8,4,29
2026-08-30T00:00:00+00:00,No-Rage-Voice ❤️,1505618194017161267,67,12,27
2026-08-30T00:00:00+00:00,🏳️Sammelpunkt,1512624055814062090,27,1,3
2026-08-30T00:00:00+00:00,📖sprachkanal-verwalten,1513468476365209670,29,0,0
2026-08-30T00:00:00+00:00,➕Sprachkanal erstellen,1513468587195633674,54,0,0
2026-08-30T00:00:00+00:00,scrim-channel,1520842755037855975,64,35,571
2026-08-30T00:00:00+00:00,support-shiv,1521164348976922795,14,12,2824
2026-08-30T00:00:00+00:00,urn-runners,1521164426424750171,21,16,603
2026-08-30T00:00:00+00:00,return-fire-department,1521164444787540110,18,9,83
2026-08-30T00:00:00+00:00,tetrahex,1521164466169970728,19,11,1020
2026-08-30T00:00:00+00:00,Shiv-support-voice,1521167264533970954,14,6,32
2026-08-30T00:00:00+00:00,Urn Runners Voice,1521167309828526183,18,3,3
2026-08-30T00:00:00+00:00,Return Fire Department Voice,1521167476711358505,13,1,10
2026-08-30T00:00:00+00:00,🗓️announcement-scrims,1521522998199324853,45,2,15
2026-08-30T00:00:00+00:00,TetraHex Voice,1521939025982652416,18,3,9
2026-08-30T00:00:00+00:00,🎯mitspieler-suche,1522769149208821881,5,0,0
2026-08-30T00:00:00+00:00,After-Scrimchannel,1528447165926604991,32,4,13
2026-08-30T00:00:00+00:00,,1533007116225216542,1,0,0
2026-08-30T00:00:00+00:00,,1533183752644333710,6,1,2
2026-08-30T00:00:00+00:00,,1533193616410017832,5,1,2
2026-08-30T00:00:00+00:00,,1533467240962199552,21,2,2
2026-08-30T00:00:00+00:00,,1533581024108347402,4,1,2
2026-08-30T00:00:00+00:00,,1535222748417097799,8,2,2
2026-08-30T00:00:00+00:00,,1535300641688129577,6,1,1
2026-08-30T00:00:00+00:00,,1535341561309827072,1,1,1
2026-08-30T00:00:00+00:00,,1535644318302339075,2,1,1
2026-08-30T00:00:00+00:00,,1535953836345266197,12,1,1
2026-08-30T00:00:00+00:00,,1536036663732469810,1,1,1
2026-08-30T00:00:00+00:00,,1537061798203887657,2,0,0
2026-08-30T00:00:00+00:00,,1537369163956490270,4,1,2
2026-08-30T00:00:00+00:00,,1537733809695494144,7,3,6
2026-08-30T00:00:00+00:00,,1537801320365564044,8,1,1
2026-08-30T00:00:00+00:00,,1537814771561267220,7,2,3
2026-08-30T00:00:00+00:00,,1538127258831552555,2,2,2
2026-08-30T00:00:00+00:00,,1538266039463448696,0,1,1
2026-08-30T00:00:00+00:00,,1538906999570305105,1,1,1
2026-08-30T00:00:00+00:00,,1539170386804211713,9,1,1
2026-08-30T00:00:00+00:00,,1539384227286745148,0,1,1
2026-08-30T00:00:00+00:00,,1540070077313851496,2,2,3
2026-08-30T00:00:00+00:00,,1540097046373990402,1,0,0
2026-08-30T00:00:00+00:00,,1540383865712017479,2,1,1
2026-08-30T00:00:00+00:00,,1540653008864542814,6,2,2
2026-08-30T00:00:00+00:00,scrimregeln-channel,1541421829850275960,20,0,0
2026-08-30T00:00:00+00:00,,1542195017790132324,1,1,1
2026-08-30T00:00:00+00:00,,1542210606902411265,5,2,2
2026-08-30T00:00:00+00:00,,1542535858568044615,2,1,1
2026-08-30T00:00:00+00:00,,1542596198056333364,6,1,1
2026-08-30T00:00:00+00:00,,1542850719759990895,3,1,1
2026-08-30T00:00:00+00:00,,1542934817606209676,3,1,1
2026-08-30T00:00:00+00:00,,1543157785678577674,9,1,2
2026-08-30T00:00:00+00:00,,1543238011490144378,4,1,1
2026-08-30T00:00:00+00:00,closed-0069,1543287607256027238,1,1,1
2026-08-30T00:00:00+00:00,,1543292781181800529,2,1,1
2026-08-30T00:00:00+00:00,,1543295794835234816,4,1,1
2026-08-30T00:00:00+00:00,,1543380924203405397,1,1,1
2026-08-30T00:00:00+00:00,,1543599687129370674,3,0,0
