day_pt,discovery_joins,invites,vanity_joins,hubs_joins,bot_joins,integration_joins,other_joins,total_joins,interval_start_timestamp
2026-03-31T00:00:00+00:00,26,90,115,0,0,0,1,232,2026-03-31T00:00:00+00:00
2026-04-30T00:00:00+00:00,26,70,74,0,0,0,5,175,2026-04-30T00:00:00+00:00
2026-05-30T00:00:00+00:00,23,56,63,0,0,0,2,144,2026-05-30T00:00:00+00:00
2026-06-29T00:00:00+00:00,19,50,52,0,0,0,2,123,2026-06-29T00:00:00+00:00
